Sub,Effect,Trial,A1,A2,B1,B2,C1,C2,response,choice,RT
25,SimA1,225,3.7,7.5,5.6,5.6,3.6,7.6,2,2,3.585
25,SimA1,227,3.7,7.5,5.6,5.6,3.5,7.7,2,2,3.215
25,SimB2,228,7.6,3.5,5.5,5.6,5.4,5.7,2,3,6.383
25,SimA1,229,3.3,7.5,5.3,5.5,3.1,7.7,1,2,3.247
25,SimB1,234,7.6,3.6,5.7,5.5,7.8,3.4,2,3,5.216
25,SimB1,238,7.4,3.6,5.5,5.5,7.6,3.4,3,1,5.904
25,SimB1,239,7.3,3.7,5.4,5.6,7.5,3.5,1,1,3.905
28,SimA2,2,3.6,7.3,5.5,5.4,5.7,5.2,3,2,19.827
28,SimA2,6,3.5,7.5,5.4,5.6,5.5,5.5,2,3,23.444
28,SimA1,7,3.7,7.3,5.6,5.4,3.5,7.5,3,2,14.548
28,SimB2,8,7.7,3.5,5.6,5.6,5.4,5.8,2,2,8.913
28,SimB1,9,7.5,3.4,5.5,5.4,7.6,3.3,3,2,22.627
28,SimA2,10,3.5,7.5,5.5,5.5,5.6,5.4,2,2,8.386
28,SimB2,13,7.6,3.4,5.5,5.5,5.4,5.6,2,2,4.096
28,SimA1,17,3.4,7.5,5.4,5.5,3.3,7.6,3,2,21.107
28,SimA1,18,3.5,7.6,5.5,5.6,3.4,7.7,2,2,16.85
28,SimB2,20,7.5,3.6,5.5,5.6,5.4,5.7,1,2,10.001
28,SimA1,21,3.6,7.3,5.5,5.4,3.4,7.5,3,2,7.123
28,SimA1,22,3.5,7.6,5.5,5.6,3.4,7.7,1,2,9.329
28,SimA2,23,3.3,7.5,5.3,5.5,5.5,5.3,2,1,30.675
28,SimA2,24,3.4,7.5,5.4,5.5,5.6,5.3,2,2,8.851
28,SimB1,25,7.3,3.5,5.3,5.5,7.5,3.3,1,1,13.565
28,SimB2,27,7.7,3.5,5.6,5.6,5.4,5.8,1,2,5.665
28,SimB2,28,7.3,3.7,5.4,5.6,5.2,5.8,1,2,13.633
28,SimA1,32,3.4,7.5,5.4,5.5,3.2,7.7,3,2,14.401
28,SimA2,34,3.5,7.7,5.6,5.6,5.8,5.4,2,2,9.183
28,SimB2,35,7.4,3.5,5.5,5.4,5.3,5.6,2,2,27.902
28,SimA1,38,3.6,7.3,5.5,5.4,3.4,7.5,3,2,10.128
28,SimA2,40,3.6,7.5,5.5,5.6,5.6,5.5,2,1,7.056
28,SimA1,41,3.6,7.4,5.5,5.5,3.5,7.5,1,2,3.621
28,SimA1,44,3.4,7.6,5.5,5.5,3.3,7.7,3,2,3.727
28,SimA2,45,3.7,7.5,5.7,5.5,5.8,5.4,3,2,10.771
28,SimA1,46,3.5,7.5,5.5,5.5,3.3,7.7,3,2,9.345
28,SimA2,47,3.4,7.5,5.4,5.5,5.6,5.3,2,2,9.424
28,SimB1,48,7.6,3.5,5.5,5.6,7.7,3.4,1,2,12.831
28,SimB2,49,7.6,3.3,5.5,5.4,5.3,5.6,1,2,8.239
28,SimB2,50,7.6,3.4,5.5,5.5,5.3,5.7,1,2,5.535
28,SimA1,51,3.5,7.5,5.5,5.5,3.4,7.6,2,2,4.334
28,SimB1,54,7.6,3.5,5.5,5.6,7.8,3.3,2,2,15.778
28,SimA2,57,3.6,7.3,5.5,5.4,5.6,5.3,3,2,12.975
28,SimA1,61,3.3,7.6,5.4,5.5,3.1,7.8,2,2,20.479
28,SimA1,63,3.6,7.5,5.5,5.6,3.4,7.7,3,2,4.415
28,SimA2,65,3.5,7.5,5.5,5.5,5.6,5.4,2,2,3.647
28,SimB1,66,7.5,3.4,5.5,5.4,7.7,3.2,2,2,14.593
28,SimB1,67,7.6,3.6,5.7,5.5,7.8,3.4,3,2,7.646
28,SimB1,71,7.6,3.4,5.5,5.5,7.7,3.3,3,2,3.055
28,SimA1,72,3.5,7.5,5.4,5.6,3.3,7.7,2,2,10.687
28,SimB2,75,7.6,3.4,5.5,5.5,5.4,5.6,2,2,6.462
28,SimA1,76,3.6,7.3,5.5,5.4,3.4,7.5,1,2,4.546
28,SimB2,79,7.6,3.4,5.6,5.4,5.4,5.6,2,1,5.363
28,SimA2,80,3.6,7.3,5.5,5.4,5.6,5.3,1,2,5.1
28,SimB2,81,7.4,3.5,5.5,5.4,5.4,5.5,1,1,2.928
28,SimB2,83,7.6,3.6,5.6,5.6,5.4,5.8,2,2,2.947
28,SimB1,86,7.5,3.6,5.5,5.6,7.6,3.5,3,2,4.893
28,SimB1,88,7.3,3.7,5.4,5.6,7.5,3.5,2,2,3.518
28,SimB1,89,7.5,3.3,5.4,5.4,7.6,3.2,3,2,2.032
28,SimA2,91,3.6,7.4,5.5,5.5,5.7,5.3,3,2,4.592
28,SimA2,92,3.4,7.6,5.5,5.5,5.7,5.3,2,2,3.023
28,SimB2,95,7.6,3.6,5.6,5.6,5.4,5.8,1,2,2.174
28,SimB2,97,7.6,3.5,5.5,5.6,5.3,5.8,3,3,4.255
28,SimA1,98,3.4,7.6,5.4,5.6,3.3,7.7,3,2,8.274
28,SimB1,100,7.3,3.6,5.4,5.5,7.5,3.4,2,2,7.807
28,SimB2,101,7.5,3.5,5.5,5.5,5.4,5.6,1,2,1.855
28,SimB1,102,7.7,3.5,5.6,5.6,7.8,3.4,1,2,2.672
28,SimB1,104,7.4,3.5,5.5,5.4,7.5,3.4,1,1,7.648
28,SimB1,105,7.6,3.4,5.5,5.5,7.8,3.2,1,2,4.946
28,SimA2,106,3.7,7.5,5.6,5.6,5.8,5.4,3,2,10.861
28,SimB2,109,7.5,3.4,5.5,5.4,5.3,5.6,3,2,3.585
28,SimA1,115,3.5,7.5,5.5,5.5,3.3,7.7,1,2,1.599
28,SimA1,120,3.5,7.5,5.4,5.6,3.3,7.7,2,1,12.624
28,SimA1,121,3.7,7.5,5.6,5.6,3.5,7.7,1,1,5.71
28,SimB2,123,7.4,3.6,5.5,5.5,5.4,5.6,3,2,7.457
28,SimB2,124,7.4,3.6,5.4,5.6,5.2,5.8,3,2,6.527
28,SimB2,127,7.5,3.4,5.5,5.4,5.3,5.6,3,2,4.768
28,SimB1,128,7.4,3.5,5.5,5.4,7.5,3.4,1,1,6.56
28,SimB2,129,7.6,3.4,5.5,5.5,5.4,5.6,1,3,7.823
28,SimB1,130,7.6,3.6,5.6,5.6,7.7,3.5,1,2,6.51
28,SimB1,135,7.6,3.4,5.5,5.5,7.7,3.3,2,2,1.313
28,SimA2,136,3.6,7.6,5.6,5.6,5.8,5.4,1,2,5.51
28,SimB1,138,7.4,3.6,5.5,5.5,7.6,3.4,3,2,14.942
28,SimA2,141,3.5,7.5,5.5,5.5,5.6,5.4,1,2,1.807
28,SimB1,142,7.7,3.5,5.6,5.6,7.9,3.3,3,2,6.062
28,SimB1,143,7.6,3.4,5.5,5.5,7.7,3.3,3,2,3.775
28,SimA2,145,3.3,7.6,5.4,5.5,5.5,5.4,2,2,8.463
28,SimB2,146,7.3,3.5,5.3,5.5,5.1,5.7,2,1,5.519
28,SimB2,151,7.6,3.5,5.5,5.6,5.4,5.7,3,1,3.726
28,SimB1,155,7.6,3.4,5.5,5.5,7.8,3.2,3,2,3.135
28,SimA1,156,3.3,7.5,5.4,5.4,3.2,7.6,1,2,2.446
28,SimB1,158,7.4,3.5,5.4,5.5,7.5,3.4,2,2,2.977
28,SimB2,161,7.5,3.3,5.4,5.4,5.3,5.5,2,3,3.743
28,SimA1,163,3.3,7.5,5.3,5.5,3.1,7.7,1,2,2.847
28,SimA2,165,3.5,7.6,5.5,5.6,5.6,5.5,3,1,2.99
28,SimA1,169,3.4,7.7,5.5,5.6,3.2,7.9,1,2,2.993
28,SimB1,170,7.6,3.3,5.5,5.4,7.7,3.2,2,3,3.024
28,SimB2,172,7.3,3.6,5.4,5.5,5.2,5.7,2,2,2.207
28,SimA1,173,3.4,7.6,5.5,5.5,3.2,7.8,1,2,2.242
28,SimA2,174,3.6,7.3,5.5,5.4,5.7,5.2,2,2,2.801
28,SimB1,176,7.4,3.6,5.4,5.6,7.5,3.5,1,2,2.098
28,SimB1,177,7.4,3.6,5.4,5.6,7.6,3.4,1,3,3.792
28,SimA1,179,3.7,7.5,5.7,5.5,3.6,7.6,3,3,3.809
28,SimB2,180,7.6,3.6,5.7,5.5,5.6,5.6,3,3,3.918
28,SimB1,181,7.5,3.5,5.5,5.5,7.6,3.4,1,2,3.552
28,SimB2,185,7.6,3.5,5.5,5.6,5.3,5.8,2,2,2.703
28,SimA1,186,3.5,7.5,5.5,5.5,3.3,7.7,3,1,2.783
28,SimA1,188,3.4,7.5,5.5,5.4,3.2,7.7,3,2,3.743
28,SimA2,196,3.5,7.6,5.5,5.6,5.6,5.5,2,2,3.918
28,SimA2,197,3.4,7.5,5.5,5.4,5.7,5.2,3,2,5.246
28,SimA2,198,3.5,7.5,5.4,5.6,5.5,5.5,2,1,4.769
28,SimA2,199,3.5,7.5,5.5,5.5,5.6,5.4,2,3,4.528
28,SimB1,200,7.3,3.6,5.4,5.5,7.5,3.4,3,1,4.733
28,SimA2,203,3.4,7.6,5.5,5.5,5.6,5.4,2,3,3.15
28,SimA2,207,3.7,7.3,5.6,5.4,5.8,5.2,2,2,4.046
28,SimB1,209,7.6,3.5,5.5,5.6,7.8,3.3,1,1,2.433
28,SimB2,210,7.4,3.5,5.4,5.5,5.2,5.7,2,3,9.68
28,SimA1,211,3.5,7.7,5.6,5.6,3.4,7.8,1,2,3.104
28,SimB1,212,7.6,3.6,5.6,5.6,7.8,3.4,3,2,3.312
28,SimA1,215,3.6,7.3,5.5,5.4,3.4,7.5,1,2,4.287
28,SimB1,216,7.6,3.4,5.6,5.4,7.8,3.2,1,2,7.777
28,SimB2,220,7.3,3.6,5.4,5.5,5.3,5.6,1,3,2.911
28,SimB2,221,7.6,3.4,5.5,5.5,5.4,5.6,1,1,4.0
28,SimA1,229,3.6,7.6,5.6,5.6,3.5,7.7,1,2,2.865
28,SimA2,231,3.3,7.5,5.4,5.4,5.6,5.2,1,2,3.918
28,SimA2,235,3.7,7.5,5.6,5.6,5.7,5.5,2,1,2.287
28,SimA1,236,3.7,7.5,5.6,5.6,3.6,7.6,3,3,2.129
28,SimA2,237,3.4,7.6,5.4,5.6,5.5,5.5,1,3,3.474
28,SimA2,238,3.4,7.7,5.5,5.6,5.6,5.5,3,2,1.727
28,SimB2,240,7.4,3.6,5.4,5.6,5.2,5.8,2,1,3.969
29,SimB2,2,7.6,3.4,5.5,5.5,5.4,5.6,3,2,28.067
29,SimA1,3,3.5,7.5,5.4,5.6,3.3,7.7,2,2,4.161
29,SimA2,4,3.5,7.5,5.4,5.6,5.5,5.5,1,3,3.155
29,SimB2,6,7.6,3.4,5.5,5.5,5.4,5.6,2,2,4.513
29,SimB1,11,7.6,3.6,5.7,5.5,7.8,3.4,2,3,5.763
29,SimA2,12,3.6,7.4,5.5,5.5,5.7,5.3,1,3,4.226
29,SimA2,15,3.7,7.3,5.6,5.4,5.8,5.2,3,3,6.017
29,SimB1,16,7.3,3.5,5.3,5.5,7.5,3.3,3,3,7.89
29,SimB2,19,7.6,3.4,5.6,5.4,5.4,5.6,1,3,17.172
29,SimB1,22,7.7,3.5,5.6,5.6,7.8,3.4,1,2,1.281
29,SimB1,23,7.5,3.4,5.5,5.4,7.7,3.2,2,2,4.134
29,SimB1,24,7.6,3.4,5.6,5.4,7.8,3.2,2,2,2.26
29,SimA2,26,3.5,7.6,5.5,5.6,5.6,5.5,2,2,5.935
29,SimB1,27,7.5,3.5,5.5,5.5,7.6,3.4,3,2,2.303
29,SimA1,31,3.6,7.5,5.5,5.6,3.4,7.7,3,2,1.279
29,SimA1,32,3.6,7.3,5.5,5.4,3.4,7.5,1,2,3.144
29,SimA1,33,3.3,7.6,5.4,5.5,3.1,7.8,2,2,2.239
29,SimA2,34,3.6,7.3,5.5,5.4,5.6,5.3,2,2,1.727
29,SimA2,35,3.4,7.5,5.4,5.5,5.6,5.3,1,2,4.161
29,SimB1,36,7.6,3.5,5.5,5.6,7.8,3.3,1,2,1.343
29,SimA1,39,3.5,7.6,5.5,5.6,3.4,7.7,1,2,3.089
29,SimA2,41,3.6,7.3,5.5,5.4,5.7,5.2,2,3,7.181
29,SimA2,43,3.5,7.5,5.5,5.5,5.6,5.4,3,3,2.864
29,SimB1,44,7.4,3.6,5.5,5.5,7.6,3.4,3,2,4.127
29,SimB1,45,7.6,3.5,5.5,5.6,7.8,3.3,1,2,4.369
29,SimA2,48,3.7,7.5,5.6,5.6,5.8,5.4,2,2,3.407
29,SimA2,51,3.6,7.3,5.5,5.4,5.6,5.3,3,2,5.039
29,SimA1,59,3.5,7.7,5.6,5.6,3.4,7.8,3,2,2.115
29,SimB2,61,7.4,3.6,5.4,5.6,5.2,5.8,2,3,5.823
29,SimB1,62,7.5,3.4,5.5,5.4,7.6,3.3,1,2,8.486
29,SimA1,63,3.6,7.6,5.6,5.6,3.5,7.7,1,2,1.552
29,SimB2,64,7.6,3.3,5.5,5.4,5.3,5.6,1,3,2.64
29,SimB1,65,7.6,3.6,5.6,5.6,7.8,3.4,2,2,4.206
29,SimA1,68,3.6,7.4,5.5,5.5,3.5,7.5,1,2,2.386
29,SimB2,69,7.6,3.6,5.6,5.6,5.4,5.8,1,2,1.999
29,SimA2,71,3.5,7.5,5.5,5.5,5.6,5.4,1,2,1.215
29,SimA1,72,3.6,7.3,5.5,5.4,3.4,7.5,2,2,2.662
29,SimA1,75,3.5,7.5,5.5,5.5,3.3,7.7,2,2,1.33
29,SimB1,78,7.6,3.4,5.5,5.5,7.7,3.3,2,2,3.144
29,SimA1,79,3.7,7.5,5.6,5.6,3.5,7.7,3,2,3.038
29,SimA1,80,3.4,7.5,5.5,5.4,3.2,7.7,2,2,1.615
29,SimB2,82,7.7,3.5,5.6,5.6,5.4,5.8,1,2,3.328
29,SimB1,83,7.6,3.3,5.5,5.4,7.7,3.2,3,2,3.824
29,SimB2,85,7.6,3.4,5.5,5.5,5.4,5.6,1,3,6.832
29,SimB1,87,7.7,3.5,5.6,5.6,7.9,3.3,2,3,3.746
29,SimB2,88,7.5,3.3,5.4,5.4,5.3,5.5,3,3,7.23
29,SimB2,90,7.6,3.6,5.6,5.6,5.4,5.8,2,3,1.887
29,SimA2,94,3.5,7.6,5.5,5.6,5.6,5.5,2,3,3.406
29,SimB1,95,7.6,3.4,5.5,5.5,7.7,3.3,3,2,1.808
29,SimB1,96,7.3,3.6,5.4,5.5,7.5,3.4,1,2,2.208
29,SimB2,99,7.6,3.4,5.5,5.5,5.4,5.6,1,3,2.704
29,SimA1,104,3.3,7.5,5.3,5.5,3.1,7.7,1,2,1.47
29,SimA2,107,3.3,7.5,5.4,5.4,5.6,5.2,2,3,1.134
29,SimB1,108,7.5,3.3,5.4,5.4,7.6,3.2,3,2,2.201
29,SimB2,109,7.3,3.5,5.3,5.5,5.1,5.7,2,2,2.094
29,SimA2,111,3.5,7.7,5.6,5.6,5.8,5.4,1,2,2.682
29,SimB2,113,7.6,3.6,5.7,5.5,5.6,5.6,1,2,2.448
29,SimA2,120,3.3,7.5,5.3,5.5,5.5,5.3,2,3,3.81
29,SimB1,123,7.6,3.5,5.5,5.6,7.7,3.4,2,2,1.651
29,SimA1,124,3.4,7.6,5.5,5.5,3.3,7.7,2,2,0.973
29,SimA2,125,3.4,7.7,5.5,5.6,5.6,5.5,2,2,1.227
29,SimB1,128,7.6,3.6,5.6,5.6,7.7,3.5,3,2,1.762
29,SimA1,129,3.4,7.6,5.4,5.6,3.3,7.7,3,2,1.342
29,SimB1,130,7.3,3.7,5.4,5.6,7.5,3.5,1,2,2.265
29,SimA1,131,3.6,7.3,5.5,5.4,3.4,7.5,1,2,1.375
29,SimB2,135,7.4,3.6,5.5,5.5,5.4,5.6,2,3,1.886
29,SimA1,136,3.4,7.7,5.5,5.6,3.2,7.9,2,2,1.407
29,SimB1,138,7.4,3.5,5.4,5.5,7.5,3.4,2,2,1.857
29,SimA2,141,3.4,7.6,5.5,5.5,5.7,5.3,3,2,2.738
29,SimA2,149,3.6,7.5,5.5,5.6,5.6,5.5,2,2,1.631
29,SimA2,150,3.4,7.6,5.4,5.6,5.5,5.5,2,3,1.087
29,SimB2,151,7.3,3.6,5.4,5.5,5.3,5.6,2,2,1.192
29,SimA1,152,3.4,7.5,5.4,5.5,3.3,7.6,3,2,2.583
29,SimB2,155,7.4,3.5,5.5,5.4,5.4,5.5,2,2,1.626
29,SimA1,159,3.5,7.5,5.5,5.5,3.4,7.6,2,2,1.216
29,SimB1,160,7.3,3.6,5.4,5.5,7.5,3.4,2,2,1.91
29,SimB1,161,7.6,3.4,5.5,5.5,7.7,3.3,2,2,1.328
29,SimB2,164,7.5,3.4,5.5,5.4,5.3,5.6,3,2,1.826
29,SimB1,168,7.5,3.6,5.5,5.6,7.6,3.5,3,2,2.247
29,SimB2,169,7.6,3.5,5.5,5.6,5.3,5.8,2,3,3.15
29,SimB2,170,7.6,3.5,5.5,5.6,5.3,5.8,1,2,5.088
29,SimA2,171,3.6,7.3,5.5,5.4,5.7,5.2,1,3,2.032
29,SimA1,173,3.5,7.5,5.5,5.5,3.3,7.7,1,2,1.775
29,SimA2,174,3.4,7.5,5.5,5.4,5.7,5.2,1,3,1.456
29,SimA1,175,3.5,7.5,5.5,5.5,3.3,7.7,2,2,1.447
29,SimA1,176,3.7,7.5,5.7,5.5,3.6,7.6,3,2,2.36
29,SimA1,177,3.5,7.6,5.5,5.6,3.4,7.7,3,2,1.807
29,SimB2,178,7.6,3.4,5.5,5.5,5.3,5.7,2,2,2.049
29,SimA1,181,3.4,7.6,5.5,5.5,3.2,7.8,1,2,1.199
29,SimA2,182,3.4,7.6,5.5,5.5,5.6,5.4,1,2,7.079
29,SimB2,185,7.3,3.6,5.4,5.5,5.2,5.7,3,2,1.872
29,SimB1,189,7.4,3.5,5.5,5.4,7.5,3.4,3,2,2.11
29,SimA2,191,3.5,7.5,5.5,5.5,5.6,5.4,3,2,1.135
29,SimB1,192,7.6,3.4,5.5,5.5,7.8,3.2,1,2,1.766
29,SimB2,194,7.5,3.5,5.5,5.5,5.4,5.6,1,2,2.144
29,SimA1,196,3.7,7.5,5.6,5.6,3.6,7.6,2,2,1.279
29,SimB1,197,7.4,3.6,5.4,5.6,7.5,3.5,3,2,2.568
29,SimB2,202,7.6,3.5,5.5,5.6,5.4,5.7,3,2,6.769
29,SimA1,203,3.7,7.3,5.6,5.4,3.5,7.5,3,2,1.551
29,SimA1,205,3.4,7.5,5.4,5.5,3.2,7.7,2,2,4.479
29,SimB2,208,7.4,3.6,5.4,5.6,5.2,5.8,1,2,2.177
29,SimB2,209,7.4,3.5,5.5,5.4,5.3,5.6,1,2,3.231
29,SimA2,212,3.5,7.5,5.4,5.6,5.5,5.5,3,2,3.229
29,SimB1,213,7.6,3.4,5.5,5.5,7.8,3.2,2,2,1.008
29,SimA2,214,3.7,7.5,5.7,5.5,5.8,5.4,1,2,4.342
29,SimA1,215,3.3,7.5,5.4,5.4,3.2,7.6,1,2,1.521
29,SimB1,216,7.4,3.6,5.4,5.6,7.6,3.4,1,2,1.376
29,SimA2,217,3.4,7.5,5.4,5.5,5.6,5.3,2,3,2.475
29,SimB1,218,7.4,3.5,5.5,5.4,7.5,3.4,3,2,2.464
29,SimA1,220,3.6,7.3,5.5,5.4,3.4,7.5,2,2,1.343
29,SimB2,223,7.7,3.5,5.6,5.6,5.4,5.8,2,2,1.4
29,SimB2,224,7.3,3.7,5.4,5.6,5.2,5.8,3,2,4.025
29,SimA2,225,3.3,7.6,5.4,5.5,5.5,5.4,3,3,2.014
29,SimA1,226,3.5,7.5,5.4,5.6,3.3,7.7,1,2,5.68
29,SimB2,229,7.5,3.6,5.5,5.6,5.4,5.7,1,3,4.493
29,SimA2,234,3.7,7.5,5.6,5.6,5.7,5.5,3,2,9.233
29,SimB2,235,7.5,3.4,5.5,5.4,5.3,5.6,3,2,2.431
29,SimB2,236,7.4,3.5,5.4,5.5,5.2,5.7,1,2,2.175
29,SimA2,237,3.5,7.5,5.5,5.5,5.6,5.4,1,2,1.519
29,SimA2,240,3.6,7.6,5.6,5.6,5.8,5.4,3,3,2.526
30,SimA1,2,3.6,7.3,5.5,5.4,3.4,7.5,2,1,43.01
30,SimB2,6,7.3,3.5,5.3,5.5,5.1,5.7,1,1,28.178
30,SimA2,7,3.5,7.5,5.4,5.6,5.5,5.5,3,1,14.466
30,SimB1,8,7.4,3.5,5.5,5.4,7.5,3.4,3,1,22.131
30,SimB1,11,7.3,3.6,5.4,5.5,7.5,3.4,3,1,25.828
30,SimA1,12,3.4,7.5,5.4,5.5,3.2,7.7,1,3,8.944
30,SimB1,14,7.7,3.5,5.6,5.6,7.9,3.3,1,3,8.209
30,SimA2,19,3.3,7.5,5.3,5.5,5.5,5.3,3,1,4.977
30,SimA2,21,3.4,7.6,5.5,5.5,5.6,5.4,2,1,3.186
30,SimB1,24,7.6,3.4,5.5,5.5,7.8,3.2,2,1,6.485
30,SimB1,25,7.6,3.4,5.5,5.5,7.7,3.3,3,3,4.447
30,SimB2,29,7.4,3.5,5.5,5.4,5.3,5.6,2,1,10.416
30,SimA1,34,3.6,7.6,5.6,5.6,3.5,7.7,2,1,8.401
30,SimB2,35,7.4,3.6,5.5,5.5,5.4,5.6,3,1,7.679
30,SimB1,36,7.5,3.4,5.5,5.4,7.6,3.3,2,3,7.776
30,SimB2,37,7.4,3.5,5.5,5.4,5.4,5.5,1,1,6.592
30,SimB1,38,7.6,3.5,5.5,5.6,7.8,3.3,3,3,4.464
30,SimA1,42,3.3,7.6,5.4,5.5,3.1,7.8,2,3,6.878
30,SimB1,43,7.6,3.4,5.5,5.5,7.8,3.2,2,3,6.494
30,SimB1,46,7.6,3.5,5.5,5.6,7.8,3.3,1,3,3.695
30,SimA1,48,3.7,7.5,5.6,5.6,3.5,7.7,3,3,7.057
30,SimA1,50,3.4,7.5,5.4,5.5,3.3,7.6,3,3,11.855
30,SimB2,51,7.6,3.4,5.5,5.5,5.4,5.6,3,1,8.256
30,SimB2,54,7.5,3.3,5.4,5.4,5.3,5.5,1,1,9.793
30,SimB2,57,7.5,3.4,5.5,5.4,5.3,5.6,1,1,13.681
30,SimA1,58,3.5,7.5,5.5,5.5,3.4,7.6,3,3,7.952
30,SimA1,59,3.6,7.5,5.5,5.6,3.4,7.7,3,3,5.759
30,SimB2,62,7.6,3.6,5.6,5.6,5.4,5.8,2,1,9.623
30,SimA2,64,3.6,7.5,5.5,5.6,5.6,5.5,3,1,11.775
30,SimB1,66,7.3,3.5,5.3,5.5,7.5,3.3,2,3,3.68
30,SimA2,68,3.7,7.3,5.6,5.4,5.8,5.2,2,1,7.839
30,SimA2,69,3.5,7.5,5.4,5.6,5.5,5.5,3,1,7.554
30,SimB2,70,7.6,3.4,5.5,5.5,5.4,5.6,3,1,11.728
30,SimA2,72,3.4,7.5,5.5,5.4,5.7,5.2,2,1,9.551
30,SimB2,73,7.6,3.5,5.5,5.6,5.3,5.8,2,1,5.231
30,SimA2,77,3.6,7.3,5.5,5.4,5.7,5.2,1,1,4.253
30,SimA2,82,3.6,7.3,5.5,5.4,5.6,5.3,2,3,9.408
30,SimB1,83,7.3,3.7,5.4,5.6,7.5,3.5,3,1,8.526
30,SimB2,84,7.3,3.6,5.4,5.5,5.2,5.7,2,1,6.542
30,SimA1,85,3.4,7.7,5.5,5.6,3.2,7.9,1,3,9.983
30,SimB1,86,7.6,3.6,5.6,5.6,7.7,3.5,2,3,17.938
30,SimB2,87,7.6,3.4,5.5,5.5,5.3,5.7,1,1,7.793
30,SimB1,89,7.6,3.4,5.5,5.5,7.7,3.3,2,3,4.434
30,SimB2,94,7.4,3.6,5.4,5.6,5.2,5.8,2,2,7.727
30,SimA1,95,3.5,7.7,5.6,5.6,3.4,7.8,1,1,4.176
30,SimB1,97,7.6,3.3,5.5,5.4,7.7,3.2,1,3,3.469
30,SimB2,98,7.7,3.5,5.6,5.6,5.4,5.8,3,1,3.714
30,SimB1,99,7.4,3.5,5.4,5.5,7.5,3.4,3,3,3.712
30,SimB1,103,7.6,3.5,5.5,5.6,7.7,3.4,1,3,4.576
30,SimB2,104,7.6,3.5,5.5,5.6,5.4,5.7,2,1,2.786
30,SimA1,105,3.4,7.5,5.5,5.4,3.2,7.7,1,3,3.359
30,SimA1,106,3.4,7.6,5.5,5.5,3.3,7.7,1,3,2.737
30,SimA1,107,3.5,7.5,5.4,5.6,3.3,7.7,1,3,2.578
30,SimA2,113,3.4,7.5,5.4,5.5,5.6,5.3,1,1,8.463
30,SimB1,116,7.6,3.4,5.5,5.5,7.7,3.3,1,3,5.249
30,SimA2,117,3.7,7.5,5.7,5.5,5.8,5.4,1,1,5.566
30,SimB2,118,7.5,3.5,5.5,5.5,5.4,5.6,2,1,2.367
30,SimB1,119,7.3,3.6,5.4,5.5,7.5,3.4,1,3,6.305
30,SimA1,122,3.5,7.5,5.5,5.5,3.3,7.7,1,3,7.448
30,SimB1,124,7.4,3.6,5.5,5.5,7.6,3.4,1,3,5.457
30,SimB2,125,7.3,3.7,5.4,5.6,5.2,5.8,3,1,2.624
30,SimA1,126,3.6,7.3,5.5,5.4,3.4,7.5,1,3,6.224
30,SimA1,130,3.5,7.5,5.4,5.6,3.3,7.7,3,3,3.262
30,SimA1,131,3.7,7.5,5.6,5.6,3.6,7.6,2,3,3.857
30,SimA2,133,3.4,7.5,5.4,5.5,5.6,5.3,3,1,2.288
30,SimA1,134,3.6,7.3,5.5,5.4,3.4,7.5,1,3,3.071
30,SimB1,135,7.5,3.4,5.5,5.4,7.7,3.2,1,3,1.921
30,SimB2,140,7.6,3.6,5.6,5.6,5.4,5.8,3,1,4.991
30,SimB1,142,7.5,3.6,5.5,5.6,7.6,3.5,3,3,2.43
30,SimB1,146,7.7,3.5,5.6,5.6,7.8,3.4,3,3,2.926
30,SimA1,147,3.5,7.5,5.5,5.5,3.3,7.7,1,3,2.417
30,SimA2,149,3.6,7.4,5.5,5.5,5.7,5.3,1,1,2.64
30,SimA2,150,3.4,7.6,5.5,5.5,5.7,5.3,2,1,2.016
30,SimB2,151,7.6,3.4,5.6,5.4,5.4,5.6,2,1,1.423
30,SimB1,152,7.4,3.6,5.4,5.6,7.5,3.5,1,1,4.086
30,SimA2,153,3.3,7.6,5.4,5.5,5.5,5.4,3,1,3.39
30,SimA2,154,3.5,7.5,5.5,5.5,5.6,5.4,2,1,6.833
30,SimB1,158,7.6,3.4,5.6,5.4,7.8,3.2,2,3,8.48
30,SimB1,159,7.5,3.5,5.5,5.5,7.6,3.4,1,3,6.288
30,SimA2,161,3.3,7.5,5.4,5.4,5.6,5.2,2,3,7.104
30,SimA1,162,3.7,7.3,5.6,5.4,3.5,7.5,1,3,7.681
30,SimA1,163,3.5,7.6,5.5,5.6,3.4,7.7,1,1,3.712
30,SimA2,167,3.6,7.3,5.5,5.4,5.7,5.2,1,1,8.208
30,SimA2,171,3.6,7.6,5.6,5.6,5.8,5.4,1,1,2.577
30,SimB1,172,7.4,3.5,5.5,5.4,7.5,3.4,3,3,3.759
30,SimA2,176,3.5,7.5,5.5,5.5,5.6,5.4,3,1,3.965
30,SimA2,177,3.4,7.7,5.5,5.6,5.6,5.5,1,1,1.874
30,SimA1,178,3.5,7.6,5.5,5.6,3.4,7.7,1,3,3.633
30,SimB2,181,7.5,3.6,5.5,5.6,5.4,5.7,3,1,4.416
30,SimB1,185,7.4,3.6,5.4,5.6,7.6,3.4,1,3,1.503
30,SimB2,187,7.6,3.3,5.5,5.4,5.3,5.6,3,1,1.952
30,SimA1,189,3.7,7.5,5.7,5.5,3.6,7.6,1,3,3.393
30,SimB2,191,7.6,3.4,5.5,5.5,5.4,5.6,3,1,1.361
